,review,true_nc,true_oc,true_nc_oc,abs_true_nc,abs_true_nc_1,instruction,label,formatted_output
141,"I have been wanting to venture over to Garrison since their opening and last night I finally made it! My friends and I made the short walk from Sparkman's Warf and found ourselves here to play some virtual golf. Little did we know how much fun we were actually going to have. I'm not much of a golfer but I did love that you can switch it to games like zombie dodgeball. When we ordered drinks I was even happier, my old fashioned was perfect and not overly sweet like most bars make it. The poutine was soooooo good and perfect for the for of us to split. To top everything off our waitress was very friendly. Overall really happy with our experience and look forward to coming back.Ps. If you dont want to walk from Channelside just take the trolly!","virtual golf, games, zombie dodgeball","Sparkman's Warf, Channelside","virtual golf, games, zombie dodgeball, Sparkman's Warf, Channelside","Customers can play virtual golf.
Customers can play games like zombie dodgeball.","Customers can play virtual golf.
Customers can play games like zombie dodgeball.",list what is atypical in the restaurant. Separate them using commas.,"virtual golf, games, zombie dodgeball","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: I have been wanting to venture over to Garrison since their opening and last night I finally made it! My friends and I made the short walk from Sparkman's Warf and found ourselves here to play some virtual golf. Little did we know how much fun we were actually going to have. I'm not much of a golfer but I did love that you can switch it to games like zombie dodgeball. When we ordered drinks I was even happier, my old fashioned was perfect and not overly sweet like most bars make it. The poutine was soooooo good and perfect for the for of us to split. To top everything off our waitress was very friendly. Overall really happy with our experience and look forward to coming back.Ps. If you dont want to walk from Channelside just take the trolly!"
142,This place had a nice vibe. We sat outside. I was underwhelmed by the flight because each drink tasted more like the syrup flavor. The oysters were super good though. They almost took me back to New Orleans. The bulto go tacos were good and filling. Lots of different flavors there. I'd have like more of a crisp on the steak. The chocolate mousse cake surprised me but was pretty good.,,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: This place had a nice vibe. We sat outside. I was underwhelmed by the flight because each drink tasted more like the syrup flavor. The oysters were super good though. They almost took me back to New Orleans. The bulto go tacos were good and filling. Lots of different flavors there. I'd have like more of a crisp on the steak. The chocolate mousse cake surprised me but was pretty good."
143,"Great boutique and coffee shop on the far eastside. The part of a great program to assist women who are exiting sex trafficking. There is a boutique that has lots of clothing and accessories for ladies. The prices are reasonable and the quality of the merchandise is high. The coffee shop is fantastic. It has a variety of coffees (all the usuals -- latte, drip, espresso, cappuccino, etc.). They also have hot and cold chai latte (I was told they are wonderful by my wife and son). The menu also includes steamers and a large variety of lattes. There is a cooler with soft drinks and water. They also sell 10-12 (I can't remember) varieties of Sundaes ice cream (which is the best ice cream in town, IMO). They also have some baked goods (scones and the like). Overall, I was impressed by the experience. I will definitely be back.","great program, boutique, clothing, accessories",,"great program, boutique, clothing, accessories","They have a program to assist women who are exiting sex trafficking. 
They have a boutique that has lots of clothing and accessories for ladies.","The restaurant has a program to assist women who are exiting sex trafficking. 
They have a boutique that has lots of clothing and accessories for ladies.",list what is atypical in the restaurant. Separate them using commas.,"great program, boutique, clothing, accessories","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Great boutique and coffee shop on the far eastside. The part of a great program to assist women who are exiting sex trafficking. There is a boutique that has lots of clothing and accessories for ladies. The prices are reasonable and the quality of the merchandise is high. The coffee shop is fantastic. It has a variety of coffees (all the usuals -- latte, drip, espresso, cappuccino, etc.). They also have hot and cold chai latte (I was told they are wonderful by my wife and son). The menu also includes steamers and a large variety of lattes. There is a cooler with soft drinks and water. They also sell 10-12 (I can't remember) varieties of Sundaes ice cream (which is the best ice cream in town, IMO). They also have some baked goods (scones and the like). Overall, I was impressed by the experience. I will definitely be back."
144,"Coming to New Orleans and not eating at Commander's Palace is like going to Paris and not visiting the Louvre. It's not just a meal but a memorable experience. WHAT WE ORDERED: the 3 course coolinary dinner, consisting of a 3 sample soup (turtle soup, gumbo du jour, and chef's seasonal soup), the black skillet seared gulf fish and the creole bread pudding souffle. We also ordered the pecan-crusted gulf fish and a glass of von hovel white wine.Out of the soups, the gumbo du jour was our favorite. The pecan-crusted gulf fish was divine. The creamy crushed-corn sauce that came with it wonderfully complimented the crunchiness of the pecan crust. The seared gulf fish was also complimented by a great, spicy, smoked tomato vinaigrette sauce. The bread pudding souffle was the most unique. It was topped with a bourbon sauce that added an extra level of sophistication to this traditional dessert.After our meal, our waiter, Todd, was kind enough to give us a tour of the estate, a perfect way to cap a perfect meal. Thanks to him we learned about the history of the restaurant as well as the craftsmanship that went into making every one of its dining rooms feel like a different setting altogether. The garden room has floor-to-ceiling panes of glass that overlook the patio, while the main dining room downstairs has hand-carved wooden replicas of the native birds of Louisiana as well as electric chandeliers, each worth $10,000, with lights that flicker and move as if they were candle flames. Todd also gave us a tour of the red wine collection, and the cellar room that can host a private party surrounded by their extensive collection of wine bottles. One of the cellar rooms is kept locked at all times because the wine bottles in there are so old that they shouldn't be moved, and obviously expensive ($6000 / per bottle). We also got to see the adjacent garden, belonging to the house where Ella Brennan still resides, and which is tended to by a full-time gardener. Needless to say, the service was excellent. Todd really gave us a new appreciation for the restaurant and made us feel as if we were family.Another lovely detail about our meal was that all of the ingredients for the pecan-crusted gulf fish came within a 50-mile radius, while most of the ingredients that make up the dishes on the menu come within a 100-mile radius. The open kitchen, which guests are welcome to walk through, features a list of the local ingredients used in the meals. TIP: For an excellent briefing on commander's palace, ask for Todd as your waiter! For the most scenic seating, ask for a table overlooking the patio in the upstairs garden room.","tour, estate, tour, red wine collection, cellar room, their extensive collection, adjacent garden","floor-to-ceiling panes of glass, hand-carved wooden replicas of the native birds of Louisiana, electric chandeliers,","tour, estate, tour, red wine collection, cellar room, their extensive collection, adjacent garden, floor-to-ceiling panes of glass, hand-carved wooden replicas of the native birds of Louisiana, electric chandeliers,","They have an adjacent garden, belonging to the house where Ella Brennan still resides, and which is tended to by a full-time gardener.","The restaurant has an adjacent garden, belonging to the house where Ella Brennan still resides, and which is tended to by a full-time gardener.",list what is atypical in the restaurant. Separate them using commas.,"tour, estate, tour, red wine collection, cellar room, their extensive collection, adjacent garden","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Coming to New Orleans and not eating at Commander's Palace is like going to Paris and not visiting the Louvre. It's not just a meal but a memorable experience. WHAT WE ORDERED: the 3 course coolinary dinner, consisting of a 3 sample soup (turtle soup, gumbo du jour, and chef's seasonal soup), the black skillet seared gulf fish and the creole bread pudding souffle. We also ordered the pecan-crusted gulf fish and a glass of von hovel white wine.Out of the soups, the gumbo du jour was our favorite. The pecan-crusted gulf fish was divine. The creamy crushed-corn sauce that came with it wonderfully complimented the crunchiness of the pecan crust. The seared gulf fish was also complimented by a great, spicy, smoked tomato vinaigrette sauce. The bread pudding souffle was the most unique. It was topped with a bourbon sauce that added an extra level of sophistication to this traditional dessert.After our meal, our waiter, Todd, was kind enough to give us a tour of the estate, a perfect way to cap a perfect meal. Thanks to him we learned about the history of the restaurant as well as the craftsmanship that went into making every one of its dining rooms feel like a different setting altogether. The garden room has floor-to-ceiling panes of glass that overlook the patio, while the main dining room downstairs has hand-carved wooden replicas of the native birds of Louisiana as well as electric chandeliers, each worth $10,000, with lights that flicker and move as if they were candle flames. Todd also gave us a tour of the red wine collection, and the cellar room that can host a private party surrounded by their extensive collection of wine bottles. One of the cellar rooms is kept locked at all times because the wine bottles in there are so old that they shouldn't be moved, and obviously expensive ($6000 / per bottle). We also got to see the adjacent garden, belonging to the house where Ella Brennan still resides, and which is tended to by a full-time gardener. Needless to say, the service was excellent. Todd really gave us a new appreciation for the restaurant and made us feel as if we were family.Another lovely detail about our meal was that all of the ingredients for the pecan-crusted gulf fish came within a 50-mile radius, while most of the ingredients that make up the dishes on the menu come within a 100-mile radius. The open kitchen, which guests are welcome to walk through, features a list of the local ingredients used in the meals. TIP: For an excellent briefing on commander's palace, ask for Todd as your waiter! For the most scenic seating, ask for a table overlooking the patio in the upstairs garden room."
145,"Excellent. But, don't take my word for it, check it out for yourself. Go ahead and be critical while you're at it because you will find something wrong with Bern's. It just won't be the quality of the food and most likely won't be the service. You can pick on the decor though since it's a relatively easy target. The building is quite unattractive: white painted stucco and no windows. It may as well be a Wal-Mart. Also, the interior is dark and a bit gaudy-ish so be prepared for that. Hype often leaves me feeling that something is over-rated and I tend to find reasons to support that view. Bern's, however, pretty much lives up to it's name. The food is extremely high quality, the service is impeccable, and if you like wine, you will have more choices than you could ever sample in a lifetime including some extremely rare vintages. The menu is as thick as an encyclopedia and contains useful information about aging meat, suggestions for cooking preferences, and the reasons why their beautiful, well-fed beef is superior to anything you've ever experienced before. The more you know about something, the easier it is to make an informed choice and while the menu is biased, there is definitely a lot of valuable information in it. Take some time to read through it if you've never done so or better yet, check it out before you go if you can. The wine list is more like a wine book. Bern's claims the largest wine selection in the world. If that's not true, it's probably pretty close. You may be offered a tour of the wine cellar where you can see quite a bit of the collection for yourself, including the special wines which are kept under lock and key. Well, it's a $2 lock and key but that still qualifies. We dined with someone who hates french onion soup but he actually finished an entire bowl of it and commented that it was excellent. It was definitely delicious as were the mini crisp-breads accompanying the soup. I'm not a fan of caviar but if you fancy that, you'll find several choices here. I definitely prefer a grown fish over its eggs. Wild salmon and they will tell you exactly which cold waters it originated from whether it's Alaska, Scotland, Norway, etc. Considering what comes with each entree, the meals are fairly reasonably priced. The sides aren't stingy. You get a decently sized portion of veggies or whatever side you order. The quality of beef and fish is outstanding and the flavors are delicious. Expect to pay close to $40 for a salmon entree which comes with soup, vegetables, and a starch (rice or potato). The steaks are priced according to weight and there is quite a range. Again, I suggest checking out the menu beforehand since it contains a lot of useful information. Save room and make a reservation for dessert upstairs where a party of up to 4 can fit at a cozy table nestled inside a converted wine cask. Choose your music and use the telephone on the wall to call your server if you need to. Bern's is not shy about boasting. Not only have they staked claim to the best beef, and the largest wine collection in the world, but they also offer ""The Best Sundae in the World"" with homemade macadamia nut ice cream created from a recipe that took 7 years to perfect. Not sure if it really is the best sundae in the world but I will say that the ice cream is delicious and probably some of the tastiest I've ever had. This is a destination restaurant where it is worth celebrating life events like birthdays and anniversaries. If I were a man and wanted to propose to the woman of my dreams, I would bring her here for dinner, reserve a table in the dessert room, have that macadamia nut sundae come out with a ring on top and get down on my knee. Really. If you're going to propose in a restaurant, this is one I would definitely recommend. Of course she loves you so much that it doesn't matter where you propose but this will definitely tip the scales in your favor and she is always going to remember it. The candlelight makes you look even more gorgeous and the service and food will probably be amazing enough to make up for it even if you're not your usual super charming self. Take a happy little tour through the wine cellar and kitchen after dinner before heading up to the dessert room. You can carry your wine glass on the tour which makes it even more fun. That little walk will get the endorphins flowing and make it easy and exciting for her to accept your marriage proposal. If you go, you absolutely must make a reservation. We went on a Tuesday night which we thought wouldn't require a reservation but there was an hour wait at 6:30 pm. We stayed in the bar area until a table was ready and the wait ended up being much less than an hour. Overall, an excellent dining experience with delicious high-quality food and superior service.",tour,,tour,They may offer a tour of the wine cellar.,The restaurant may offer a tour of the wine cellar.,list what is atypical in the restaurant. Separate them using commas.,tour,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Excellent. But, don't take my word for it, check it out for yourself. Go ahead and be critical while you're at it because you will find something wrong with Bern's. It just won't be the quality of the food and most likely won't be the service. You can pick on the decor though since it's a relatively easy target. The building is quite unattractive: white painted stucco and no windows. It may as well be a Wal-Mart. Also, the interior is dark and a bit gaudy-ish so be prepared for that. Hype often leaves me feeling that something is over-rated and I tend to find reasons to support that view. Bern's, however, pretty much lives up to it's name. The food is extremely high quality, the service is impeccable, and if you like wine, you will have more choices than you could ever sample in a lifetime including some extremely rare vintages. The menu is as thick as an encyclopedia and contains useful information about aging meat, suggestions for cooking preferences, and the reasons why their beautiful, well-fed beef is superior to anything you've ever experienced before. The more you know about something, the easier it is to make an informed choice and while the menu is biased, there is definitely a lot of valuable information in it. Take some time to read through it if you've never done so or better yet, check it out before you go if you can. The wine list is more like a wine book. Bern's claims the largest wine selection in the world. If that's not true, it's probably pretty close. You may be offered a tour of the wine cellar where you can see quite a bit of the collection for yourself, including the special wines which are kept under lock and key. Well, it's a $2 lock and key but that still qualifies. We dined with someone who hates french onion soup but he actually finished an entire bowl of it and commented that it was excellent. It was definitely delicious as were the mini crisp-breads accompanying the soup. I'm not a fan of caviar but if you fancy that, you'll find several choices here. I definitely prefer a grown fish over its eggs. Wild salmon and they will tell you exactly which cold waters it originated from whether it's Alaska, Scotland, Norway, etc. Considering what comes with each entree, the meals are fairly reasonably priced. The sides aren't stingy. You get a decently sized portion of veggies or whatever side you order. The quality of beef and fish is outstanding and the flavors are delicious. Expect to pay close to $40 for a salmon entree which comes with soup, vegetables, and a starch (rice or potato). The steaks are priced according to weight and there is quite a range. Again, I suggest checking out the menu beforehand since it contains a lot of useful information. Save room and make a reservation for dessert upstairs where a party of up to 4 can fit at a cozy table nestled inside a converted wine cask. Choose your music and use the telephone on the wall to call your server if you need to. Bern's is not shy about boasting. Not only have they staked claim to the best beef, and the largest wine collection in the world, but they also offer ""The Best Sundae in the World"" with homemade macadamia nut ice cream created from a recipe that took 7 years to perfect. Not sure if it really is the best sundae in the world but I will say that the ice cream is delicious and probably some of the tastiest I've ever had. This is a destination restaurant where it is worth celebrating life events like birthdays and anniversaries. If I were a man and wanted to propose to the woman of my dreams, I would bring her here for dinner, reserve a table in the dessert room, have that macadamia nut sundae come out with a ring on top and get down on my knee. Really. If you're going to propose in a restaurant, this is one I would definitely recommend. Of course she loves you so much that it doesn't matter where you propose but this will definitely tip the scales in your favor and she is always going to remember it. The candlelight makes you look even more gorgeous and the service and food will probably be amazing enough to make up for it even if you're not your usual super charming self. Take a happy little tour through the wine cellar and kitchen after dinner before heading up to the dessert room. You can carry your wine glass on the tour which makes it even more fun. That little walk will get the endorphins flowing and make it easy and exciting for her to accept your marriage proposal. If you go, you absolutely must make a reservation. We went on a Tuesday night which we thought wouldn't require a reservation but there was an hour wait at 6:30 pm. We stayed in the bar area until a table was ready and the wait ended up being much less than an hour. Overall, an excellent dining experience with delicious high-quality food and superior service."
146,"I've only had the bahn mi sandwiches here, but they are really good. They're super cheap, around $3.50 each, so I assumed they would be small and got two my first time. I didn't need two. You can easily make a meal of just one. I was still glad I got two because they were very tasty and I enjoyed them leftover just as well. I've just done carry out, and if you plan on going that route I would call ahead as they take a little while to make. Subway this isn't, and that is a good thing.",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: I've only had the bahn mi sandwiches here, but they are really good. They're super cheap, around $3.50 each, so I assumed they would be small and got two my first time. I didn't need two. You can easily make a meal of just one. I was still glad I got two because they were very tasty and I enjoyed them leftover just as well. I've just done carry out, and if you plan on going that route I would call ahead as they take a little while to make. Subway this isn't, and that is a good thing."
147,"Heard about this place on DDD on Food Network and got excited to see if a place could actually make a Tamale comparable to my Mom's. I will travel anywhere for great food and a great experience and this seemed to have it all. Great food from the Mexican husband AND THEN a fusion of the styles with his in-laws as part of the business. After I posted on Facebook that I would be coming here my friends gave recommendations and prepared me for awesomeness.I even convinced my pregnant wife to travel 1+ hours down to Indianapolis, after the Indianapolis State Fair, to eat here for dinner. We got even more excited when we got there and we could tell that they had renovated and updated their look since the show had aired with bright green colors and the workers wearing matching outfits and headbands. From there it was down hill.The young, blonde, male worker rolled his eyes as came in through the door and approached the counter. Being newbies we had a tough time with the menu but got no assistance, only a blank stare wondering why we had bothered to come bother him on the weekend. Understanding that their food is really good and once it is gone.. it is gone. They even put a big screen tv up in front of the register to tell you what flavors they had remaining. I don't feel stupid because instinct has you looking at their main board for the menu offerings and everyone that came in after us made the same mistake. Yats Cajun has a similar method but they erase the menu item that they have run out of. HINT HINTBefore I could complete my order, with the young and obviously annoyed dude, part of my order was ready for payment at another register? I had not completed my order and I was being asked to pay... This caused even more confusion as we were trying to order for my wife and my 5 and 3 yrs old.I had 2 options for tamales. Chicken in green salsa and some other option. IT wasnt bad but it was not what DDD described as way more meat and filling than masa. A good tamale has enough masa to hold it together but not too much where it masks the flavor of the filling. I gave it to the kids as they didn't really mind bland and minimally flavored food. They couldn't tell the difference between the chicken chunks and the giant mound of masa I chiseled out for them. I also got 2 tacos Steak and Pork. Steak was dry and not what a steak taco should be. Saving grace was the tortilla... sad. Guacamole was stringy and old as it hangs out in plastic containers that sit in a shelf all day. Guac has to be made fresh in order for it to stand out as being good. GOOD ABOUT THE PLACEPork was very good and juicy. Tortillas are very good. Chips were amazing.This is the First time I have been disappointed in visiting a place I saw on TV. Maybe going in during the day shift or during the week instead of a Sunday in the afternoon would change that up? Maybe annoyed dude hates working the weekend? Or maybe during the day the actual folks that were on the program are there when the good reviews come in? You can obviously tell that their values are not shared by everyone on their staff including annoyed dude. Everywhere else I have gone that is featured on the show I have had a great time with. I have even gotten a chance to talk to the owners at Camp Washington in Cincinnati. This was not one of those times. Glad to say that my Mom's Tamales are still 100x better than this hyped up mess.",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Heard about this place on DDD on Food Network and got excited to see if a place could actually make a Tamale comparable to my Mom's. I will travel anywhere for great food and a great experience and this seemed to have it all. Great food from the Mexican husband AND THEN a fusion of the styles with his in-laws as part of the business. After I posted on Facebook that I would be coming here my friends gave recommendations and prepared me for awesomeness.I even convinced my pregnant wife to travel 1+ hours down to Indianapolis, after the Indianapolis State Fair, to eat here for dinner. We got even more excited when we got there and we could tell that they had renovated and updated their look since the show had aired with bright green colors and the workers wearing matching outfits and headbands. From there it was down hill.The young, blonde, male worker rolled his eyes as came in through the door and approached the counter. Being newbies we had a tough time with the menu but got no assistance, only a blank stare wondering why we had bothered to come bother him on the weekend. Understanding that their food is really good and once it is gone.. it is gone. They even put a big screen tv up in front of the register to tell you what flavors they had remaining. I don't feel stupid because instinct has you looking at their main board for the menu offerings and everyone that came in after us made the same mistake. Yats Cajun has a similar method but they erase the menu item that they have run out of. HINT HINTBefore I could complete my order, with the young and obviously annoyed dude, part of my order was ready for payment at another register? I had not completed my order and I was being asked to pay... This caused even more confusion as we were trying to order for my wife and my 5 and 3 yrs old.I had 2 options for tamales. Chicken in green salsa and some other option. IT wasnt bad but it was not what DDD described as way more meat and filling than masa. A good tamale has enough masa to hold it together but not too much where it masks the flavor of the filling. I gave it to the kids as they didn't really mind bland and minimally flavored food. They couldn't tell the difference between the chicken chunks and the giant mound of masa I chiseled out for them. I also got 2 tacos Steak and Pork. Steak was dry and not what a steak taco should be. Saving grace was the tortilla... sad. Guacamole was stringy and old as it hangs out in plastic containers that sit in a shelf all day. Guac has to be made fresh in order for it to stand out as being good. GOOD ABOUT THE PLACEPork was very good and juicy. Tortillas are very good. Chips were amazing.This is the First time I have been disappointed in visiting a place I saw on TV. Maybe going in during the day shift or during the week instead of a Sunday in the afternoon would change that up? Maybe annoyed dude hates working the weekend? Or maybe during the day the actual folks that were on the program are there when the good reviews come in? You can obviously tell that their values are not shared by everyone on their staff including annoyed dude. Everywhere else I have gone that is featured on the show I have had a great time with. I have even gotten a chance to talk to the owners at Camp Washington in Cincinnati. This was not one of those times. Glad to say that my Mom's Tamales are still 100x better than this hyped up mess."
148,We wanted to help the locals for this pandemic. We were in the mood for Thai. We looked over the menu that was very detailed. Many options. Made the choice hard to find something. The order was done over the phone. Quick and efficient. Arrived and followed their curbside pick up. Got my order and realized after I got home the peanut sauce. Went back and they were waiting to give it to me. Wife said it's a must to have on the steamed veggies.,,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: We wanted to help the locals for this pandemic. We were in the mood for Thai. We looked over the menu that was very detailed. Many options. Made the choice hard to find something. The order was done over the phone. Quick and efficient. Arrived and followed their curbside pick up. Got my order and realized after I got home the peanut sauce. Went back and they were waiting to give it to me. Wife said it's a must to have on the steamed veggies."
149,"Not just for winers! Surprisingly varied but focused menu results in a place doing what they offer very well. Fresh entrees like handmade gnocchi in cream sauce, great takes on fish, steak and salads. The pretzel bread is worth risking your reputation for as you slip a few rolls off the table and into your handbag to take home--so good! No clue about desserts, but the confections in the lobby wine gift shop were lovely and we took some home to snack on later. Definitely one of the better choices in restaurant row across from international plaza.","confections, lobby wine gift shop",,"confections, lobby wine gift shop",They have confections in the lobby wine gift shop.,The restaurant has confections in the lobby wine gift shop.,list what is atypical in the restaurant. Separate them using commas.,"confections, lobby wine gift shop","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Not just for winers! Surprisingly varied but focused menu results in a place doing what they offer very well. Fresh entrees like handmade gnocchi in cream sauce, great takes on fish, steak and salads. The pretzel bread is worth risking your reputation for as you slip a few rolls off the table and into your handbag to take home--so good! No clue about desserts, but the confections in the lobby wine gift shop were lovely and we took some home to snack on later. Definitely one of the better choices in restaurant row across from international plaza."
150,Shrim feast is the best thing you can get aside from the chargrilled oysters that are the best I had by far and the voodoo rolls are just amazing appetizers along with their spinach dip.,,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Shrim feast is the best thing you can get aside from the chargrilled oysters that are the best I had by far and the voodoo rolls are just amazing appetizers along with their spinach dip."
151,"A disappointing visit today. I ordered my burger cooked and GF ordered her's medium well. She got mine and I got her's, both near cold after a long wait. Sweet potato fries were cold, too. After the long wait we ate, paid and left. Waitress seemed to be overwhelmed, or distracted.",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: A disappointing visit today. I ordered my burger cooked and GF ordered her's medium well. She got mine and I got her's, both near cold after a long wait. Sweet potato fries were cold, too. After the long wait we ate, paid and left. Waitress seemed to be overwhelmed, or distracted."
152,"Totally grateful for Jack's Firehouse for taking a party of 8 last minute during brunch hours on a Saturday. Went here after completing the half marathon and I was starving!HIGHLY recommend the lobster Mac & cheese. They don't skimp out in the lobster and it was just simply delicious. Good enough portion too. I also really enjoyed the crab Benedict! Very satisfying choice as well. I don't recommend the steak and eggs. It was just lacking in taste for me. I ordered a mimosa. Let me tell you - bartender didn't make it primarily orange juice lol. If you like it strong, you came to the right place. I personally didn't like it that strong so I had to add more orange juice to mine.Service was great. Got all our orders correct and in a timely manner. My friend requested to have her cocktail made differently and the bartender was able to accommodate. Bathrooms were clean but not fond of the wooden doors stalls with the hook. (I know, I'm weird for commenting on the bathroom but this is important to me! Haha)I would come back to Jack's if I'm in Fairmount again. And you'll definitely find me ordering the lobster Mac & cheese again!",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Totally grateful for Jack's Firehouse for taking a party of 8 last minute during brunch hours on a Saturday. Went here after completing the half marathon and I was starving!HIGHLY recommend the lobster Mac & cheese. They don't skimp out in the lobster and it was just simply delicious. Good enough portion too. I also really enjoyed the crab Benedict! Very satisfying choice as well. I don't recommend the steak and eggs. It was just lacking in taste for me. I ordered a mimosa. Let me tell you - bartender didn't make it primarily orange juice lol. If you like it strong, you came to the right place. I personally didn't like it that strong so I had to add more orange juice to mine.Service was great. Got all our orders correct and in a timely manner. My friend requested to have her cocktail made differently and the bartender was able to accommodate. Bathrooms were clean but not fond of the wooden doors stalls with the hook. (I know, I'm weird for commenting on the bathroom but this is important to me! Haha)I would come back to Jack's if I'm in Fairmount again. And you'll definitely find me ordering the lobster Mac & cheese again!"
153,"Shoreline is right- we enjoyed our beach side, self seated high top. It was a half moon wooden table protruding from the wall but given the 25 minute wait for a table it worked just fine for us.Really you can't go wrong with a view quite like that. Sunbathers were laying out on the sand in front of the restaurant and beyond them was the gorgeous waves crashing on the shore. We watched kite surfers and jet powered surfboard surfers cruise the water on this windy day. The fresh air, and dolphin spotting makes this place a delight. There is an overhang to provide shade or you can soak up the sun. A walk up ordering station is around the corner from the self seating area or you can choose to have table service by seeing the hostess. We did self serve and only stopped in for a drink. I can understand why some said it's pricey but with a view like that, I think it's worth the price. A house glass of wine is $7- I really don't think that's bad. Also the portions looked substantial from what I could see and the waitresses were all very friendly. Tons of locals turn up here and I can see why. We intend to return as we just can't get enough of an open air beach view quite like this.","Sunbathers, gorgeous waves, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, open air beach view",,"Sunbathers, gorgeous waves, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, open air beach view","One day sunbathers were laying out on the sand in front of the restaurant and beyond them was the gorgeous waves crashing on the shore.
Custumers watched kite surfers and jet powered surfboard surfers cruise the water on a windy day.
There is fresh air and dolphin spotting.
They have an open air beach view.","One day sunbathers were laying out on the sand in front of the restaurant and beyond them was the gorgeous waves crashing on the shore.
Custumers watched kite surfers and jet powered surfboard surfers cruise the water on a windy day.
Customers can spot dolphins there.
They have an open air beach view.",list what is atypical in the restaurant. Separate them using commas.,"Sunbathers, gorgeous waves, shore, kite surfers, jet powered surfboard surfers, dolphin spotting, open air beach view","question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: Shoreline is right- we enjoyed our beach side, self seated high top. It was a half moon wooden table protruding from the wall but given the 25 minute wait for a table it worked just fine for us.Really you can't go wrong with a view quite like that. Sunbathers were laying out on the sand in front of the restaurant and beyond them was the gorgeous waves crashing on the shore. We watched kite surfers and jet powered surfboard surfers cruise the water on this windy day. The fresh air, and dolphin spotting makes this place a delight. There is an overhang to provide shade or you can soak up the sun. A walk up ordering station is around the corner from the self seating area or you can choose to have table service by seeing the hostess. We did self serve and only stopped in for a drink. I can understand why some said it's pricey but with a view like that, I think it's worth the price. A house glass of wine is $7- I really don't think that's bad. Also the portions looked substantial from what I could see and the waitresses were all very friendly. Tons of locals turn up here and I can see why. We intend to return as we just can't get enough of an open air beach view quite like this."
154,"After living 25 years thinking Greek food was like the kind served in Daphne's Cafes, I was blown away by Zorba's. Each dish has obviously been nurtured to the best possible quality and flavor, seasoned and cooked into perfection. You're probably discarding my opinion since my comparison is like Kraft Singles vs. smoked gouda, but hey, I love Daphne's and fake cheddar slices. They remind me of college :)The service is also great. I've been there twice, the first time as a save haven from the soreness and cold from visiting the Eastern State Penitentiary in winter. I had no idea I'd walk into Greek heaven! It also happened to be Valentine's Day, so we got free heart-shaped ice cream dessert!",,,,,,list what is atypical in the restaurant. Separate them using commas.,,"question: Given the following restaurant review, list what is atypical in the restaurant. Separate them using commas. context: After living 25 years thinking Greek food was like the kind served in Daphne's Cafes, I was blown away by Zorba's. Each dish has obviously been nurtured to the best possible quality and flavor, seasoned and cooked into perfection. You're probably discarding my opinion since my comparison is like Kraft Singles vs. smoked gouda, but hey, I love Daphne's and fake cheddar slices. They remind me of college :)The service is also great. I've been there twice, the first time as a save haven from the soreness and cold from visiting the Eastern State Penitentiary in winter. I had no idea I'd walk into Greek heaven! It also happened to be Valentine's Day, so we got free heart-shaped ice cream dessert!"
