,review,comments,true_strong,true_weak,true_other_strong,true_other_weak,true_strong_weak,true_all,abs_true_strong_alt,abs_true_weak_alt,abs_true_other_strong_alt,abs_true_other_weak_alt,abs_true_strong_weak_alt,abs_true_all_alt,instruction,label,formatted_output
132,"Ash Mill farm was the most quaint, charming and relaxing bed and breakfast. My boyfriend and I took a spur of the moment trip to New Hope and wanted to stay at a B&B. Well this place exceed our expectations. We stayed in the Ash Mill Suite which was on the 3rd floor. Even though there was a full house, we didn't hear one peep. The innskeeper was so nice and extremely gracious. She made us feel right at home. I'm an animal lover so I was obsessed with the sheep and the 3 goats. They were super friendly and loved to be scratched. Breakfast was delicious too! We will definitely be back!",,"sheep, goats",,,,"sheep, goats","sheep, goats",The hotel has a sheep and 3 goats who loved to be scratched.,,,,The hotel has a sheep and 3 goats who loved to be scratched.,The hotel has a sheep and 3 goats who loved to be scratched.,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.","sheep, goats","question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: Ash Mill farm was the most quaint, charming and relaxing bed and breakfast. My boyfriend and I took a spur of the moment trip to New Hope and wanted to stay at a B&B. Well this place exceed our expectations. We stayed in the Ash Mill Suite which was on the 3rd floor. Even though there was a full house, we didn't hear one peep. The innskeeper was so nice and extremely gracious. She made us feel right at home. I'm an animal lover so I was obsessed with the sheep and the 3 goats. They were super friendly and loved to be scratched. Breakfast was delicious too! We will definitely be back!"
133,"We loved our stay here! We will go back for sure! If you don't have kids there are places at the resort, like the adult only pool, down at the beach and in many of the bars where you can have a more peaceful time. If you do have kids, like we do, this place is awesome for keeping the whole family entertained. Many of the activities are now included in the room resort fee. The kids loved, loved, loved the huge water slide and the line was no more than 5 minutes. The paddle boats were a big hit too and there are plenty of them so there typically wasn't a wait. My kids also enjoyed the free mini golf as well as playing chess with the jumbo pieces. For $8 they got to do the big trampoline for 5 minutes and that was a huge hit. If your kids are going to do that you might want to consider having them do it earlier in the day because after dinner the line gets long. 

There are so many dining choices there so everyone should be happy. It definitely has resort pricing but we found a way around that. Our room had a full kitchen that was outfitted with everything we needed to prepare our meals in room (no dishwasher but dish soap and drying rack were there). 

Our room was awesome. Not only was it very nicely decorated and updated, but it was also large with a separate bedroom with two beds, and a living room/kitchen area that overlooked the beach with a direct view (none of this straining your neck to see water). It had a small deck that held two chairs and a table. It also had a pull out bed in the couch, so technically it could sleep 6. The bathroom was really nice too and the water pressure was fantastic and got hot nicely. 

The resort has also taken some measures to save energy and one caught us off guard. If the sliding glass door is opened (or not closed all the way) the AC shuts off to save electricity. Because we hadn't shut it properly when coming back in from enjoying our view we thought the AC was broken. I called the front desk and the woman told me exactly what the most likely problem was and stayed on the phone with me while I checked. Once I closed the door fully the AC clicked right back on. 

Check in was slower than I would have liked (like a 10 minute wait) but because we were trying to check in a few hours early our room wasn't ready right then. We did however get a call about 15 minutes after that saying we could pick up our key, so that was a bonus. Also the guard gate to get on the resort can be slow sometimes.

Overall I would highly recommend Tradewinds if you love the beach because it is truely beautiful there. Plus everyone is so friendly and helpful and our family really enjoyed everything about it!",,"beach, huge water slide, paddle boats, free mini golf, chess, big trampoline",,,,"beach, huge water slide, paddle boats, free mini golf, chess, big trampoline","beach, huge water slide, paddle boats, free mini golf, chess, big trampoline","The hotel is on the beach.
They have a huge water slide, plenty of paddle boats, free mini golf, chess with jumbo pieces, big trampoline for the kids.
A room has a direct view of the beach.",,,,"The hotel is on the beach.
They have a huge water slide, plenty of paddle boats, free mini golf, chess with jumbo pieces, big trampoline for the kids.
A room has a direct view of the beach.","The hotel is on the beach.
They have a huge water slide, plenty of paddle boats, free mini golf, chess with jumbo pieces, big trampoline for the kids.
A room has a direct view of the beach.","Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.","beach, huge water slide, paddle boats, free mini golf, chess, big trampoline","question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: We loved our stay here! We will go back for sure! If you don't have kids there are places at the resort, like the adult only pool, down at the beach and in many of the bars where you can have a more peaceful time. If you do have kids, like we do, this place is awesome for keeping the whole family entertained. Many of the activities are now included in the room resort fee. The kids loved, loved, loved the huge water slide and the line was no more than 5 minutes. The paddle boats were a big hit too and there are plenty of them so there typically wasn't a wait. My kids also enjoyed the free mini golf as well as playing chess with the jumbo pieces. For $8 they got to do the big trampoline for 5 minutes and that was a huge hit. If your kids are going to do that you might want to consider having them do it earlier in the day because after dinner the line gets long. 

There are so many dining choices there so everyone should be happy. It definitely has resort pricing but we found a way around that. Our room had a full kitchen that was outfitted with everything we needed to prepare our meals in room (no dishwasher but dish soap and drying rack were there). 

Our room was awesome. Not only was it very nicely decorated and updated, but it was also large with a separate bedroom with two beds, and a living room/kitchen area that overlooked the beach with a direct view (none of this straining your neck to see water). It had a small deck that held two chairs and a table. It also had a pull out bed in the couch, so technically it could sleep 6. The bathroom was really nice too and the water pressure was fantastic and got hot nicely. 

The resort has also taken some measures to save energy and one caught us off guard. If the sliding glass door is opened (or not closed all the way) the AC shuts off to save electricity. Because we hadn't shut it properly when coming back in from enjoying our view we thought the AC was broken. I called the front desk and the woman told me exactly what the most likely problem was and stayed on the phone with me while I checked. Once I closed the door fully the AC clicked right back on. 

Check in was slower than I would have liked (like a 10 minute wait) but because we were trying to check in a few hours early our room wasn't ready right then. We did however get a call about 15 minutes after that saying we could pick up our key, so that was a bonus. Also the guard gate to get on the resort can be slow sometimes.

Overall I would highly recommend Tradewinds if you love the beach because it is truely beautiful there. Plus everyone is so friendly and helpful and our family really enjoyed everything about it!"
134,"I stayed at the Orange St location from Friday to Monday.

Arrival: I already read plenty of reviews about no signs marking the location therefore, I looked for Starbucks. I parked in a spot in front of the multi business complex. I went inside to find a guard at a desk that said we have been contracted to hand guests their keys and room number and nothing more. He advised me there was a phone that was on the wall that I could make a call to someone if I needed to. He also stated that the very few parking spots in front were free* only on the weekend.

The Room: This wasn't a room, this was an apartment and I absolutely loved it. It was very spacious and had everything I sought* after for that weekend, such as: fully stocked kitchen, a desk, lots of space, king bed, huge table, nice living room, lots of closets. My only complaint is that I could not open any windows for fresh air...they are nailed/screwed shut. There was also a small welcome bag w cookies and water and papers letting you know where all the food delivery locations and numbers.
There wasn't maid service knocking loudly or trying to barge in early in the morning. This place is more of a long term setting and I'm sure the maids come around during the week Monday-Friday if you desire. I was only here for 3 days and I was fine with that. I went shopping at Shoprite and filled my fridge with water and breakfast to cook.

Overall: This place is awesome, I had a huge living room to entertain my guests when they visited, and a nice desk to study my Anatomy notes. I forgot to mention how quiet** this place is. I loved it. I felt as if no one was there except me. Very quiet* which worked for me on Sunday bc I had lots of studying to do and two TV's to watch The Walking Dead on. Lol! I would most definitely stay here again. Very spacious and updated. Loved it!",,,,,,,,,,,,,,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: I stayed at the Orange St location from Friday to Monday.

Arrival: I already read plenty of reviews about no signs marking the location therefore, I looked for Starbucks. I parked in a spot in front of the multi business complex. I went inside to find a guard at a desk that said we have been contracted to hand guests their keys and room number and nothing more. He advised me there was a phone that was on the wall that I could make a call to someone if I needed to. He also stated that the very few parking spots in front were free* only on the weekend.

The Room: This wasn't a room, this was an apartment and I absolutely loved it. It was very spacious and had everything I sought* after for that weekend, such as: fully stocked kitchen, a desk, lots of space, king bed, huge table, nice living room, lots of closets. My only complaint is that I could not open any windows for fresh air...they are nailed/screwed shut. There was also a small welcome bag w cookies and water and papers letting you know where all the food delivery locations and numbers.
There wasn't maid service knocking loudly or trying to barge in early in the morning. This place is more of a long term setting and I'm sure the maids come around during the week Monday-Friday if you desire. I was only here for 3 days and I was fine with that. I went shopping at Shoprite and filled my fridge with water and breakfast to cook.

Overall: This place is awesome, I had a huge living room to entertain my guests when they visited, and a nice desk to study my Anatomy notes. I forgot to mention how quiet** this place is. I loved it. I felt as if no one was there except me. Very quiet* which worked for me on Sunday bc I had lots of studying to do and two TV's to watch The Walking Dead on. Lol! I would most definitely stay here again. Very spacious and updated. Loved it!"
135,"This hotel is a gem in the heart of Philadelphia.

It's a cozy, quaint, and charming property. The rooms are spacious, modern and gorgeous. 
The decor is chic and attractive: big wooden desk, hardwood floors, couches and throw pillows: Looks more like a friend's apartment than a hotel. 

Free breakfast is always a plus for those of us with limited time. It's not a hot breakfast (I've had so many mass-produced bad ones, so I'm not complaining) but greek yogurt, a huge croissant, an orange and some cranberry juice hits the spot! They leave it at your door though, instead of ringing your bell to wake you. So if you ask for it to be delivered at 7 a.m., check outside your door; by 7:01 it WILL be there. 

Coffee, a variety of teas, cold and hot water, as well as ice and a bowl of assorted fruit are available 24/7 in the lobby. There are doorbells for each room, and the hotel can only be accessed after hours if you have a key card. Floors are acessible with a keycard as well, for extra protection. The staff is very polite: one of the few places in Philly where someone will actually say ""good morning"" to you (No, seriously. I lived there for 5 years, so trust me on that). They're also extremely helpful. When I checked in the night before, the gentleman at the reservation desk called to make sure I had a cab waiting for me at 8:15 the next morning so that I could make my speaking engagement on time. While I was getting my clothes ready, my iron was making more wrinkles than it was taking out, so I asked them for a new one and within 30 seconds, I had a brand new model with all the bells and whistles.

I've read a few reviews talking about the noise level of this place. My room was closest to the reception desk and I never heard a peep. There were people out and about, but I didn't hear a thing. And I'm a very light sleeper...

A few things to note:
Its location on a tight, one way street can cause a little difficulty if you're traveling solo, but if you have one person to unload the car while someone else parks, you should be fine. The parking garage they use is about half a block from the hotel, but you have to drive in a big rectangle to get there. 

There's a stand-up shower instead of the traditional bathtub/shower combo. It fits one comfortably enough... provided that you're not too far from average height and build. (My boyfriend is 6'2 with a football player build and he made out okay.)

Don't expect much of a view. The view from our room was of the side of another building. But that's what the city is for... go out there and see something!

Overall, this was an excellent trip and a great find. I highly recommend this hotel to anyone.",,,,,,,,,,,,,,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: This hotel is a gem in the heart of Philadelphia.

It's a cozy, quaint, and charming property. The rooms are spacious, modern and gorgeous. 
The decor is chic and attractive: big wooden desk, hardwood floors, couches and throw pillows: Looks more like a friend's apartment than a hotel. 

Free breakfast is always a plus for those of us with limited time. It's not a hot breakfast (I've had so many mass-produced bad ones, so I'm not complaining) but greek yogurt, a huge croissant, an orange and some cranberry juice hits the spot! They leave it at your door though, instead of ringing your bell to wake you. So if you ask for it to be delivered at 7 a.m., check outside your door; by 7:01 it WILL be there. 

Coffee, a variety of teas, cold and hot water, as well as ice and a bowl of assorted fruit are available 24/7 in the lobby. There are doorbells for each room, and the hotel can only be accessed after hours if you have a key card. Floors are acessible with a keycard as well, for extra protection. The staff is very polite: one of the few places in Philly where someone will actually say ""good morning"" to you (No, seriously. I lived there for 5 years, so trust me on that). They're also extremely helpful. When I checked in the night before, the gentleman at the reservation desk called to make sure I had a cab waiting for me at 8:15 the next morning so that I could make my speaking engagement on time. While I was getting my clothes ready, my iron was making more wrinkles than it was taking out, so I asked them for a new one and within 30 seconds, I had a brand new model with all the bells and whistles.

I've read a few reviews talking about the noise level of this place. My room was closest to the reception desk and I never heard a peep. There were people out and about, but I didn't hear a thing. And I'm a very light sleeper...

A few things to note:
Its location on a tight, one way street can cause a little difficulty if you're traveling solo, but if you have one person to unload the car while someone else parks, you should be fine. The parking garage they use is about half a block from the hotel, but you have to drive in a big rectangle to get there. 

There's a stand-up shower instead of the traditional bathtub/shower combo. It fits one comfortably enough... provided that you're not too far from average height and build. (My boyfriend is 6'2 with a football player build and he made out okay.)

Don't expect much of a view. The view from our room was of the side of another building. But that's what the city is for... go out there and see something!

Overall, this was an excellent trip and a great find. I highly recommend this hotel to anyone."
136,"Our youth non-profit hosted an 800-person convention at the Grand Hyatt Tampa Bay over July 4th weekend. From the sales to convention staff, we were treated with respect and dealt a fair hand in terms of pricing. Everyone from the front desk staff, to banquet staff, and so forth, were welcoming and accommodating to our group's needs. With hundreds of kids running around, requests can get overwhelming but the staff handled them with grace. Food that was catered from the Hyatt was tasty and never ran out. 

We had an excellent experience with Hyatt Hotels in 2010, followed that up with a similarly outstanding experience in 2012, and for our 2014 convention, will look to Hyatt no matter where we decide to host. Thank you to the Grand Hyatt staff for a wonderful stay.",,,,,,,,,,,,,,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: Our youth non-profit hosted an 800-person convention at the Grand Hyatt Tampa Bay over July 4th weekend. From the sales to convention staff, we were treated with respect and dealt a fair hand in terms of pricing. Everyone from the front desk staff, to banquet staff, and so forth, were welcoming and accommodating to our group's needs. With hundreds of kids running around, requests can get overwhelming but the staff handled them with grace. Food that was catered from the Hyatt was tasty and never ran out. 

We had an excellent experience with Hyatt Hotels in 2010, followed that up with a similarly outstanding experience in 2012, and for our 2014 convention, will look to Hyatt no matter where we decide to host. Thank you to the Grand Hyatt staff for a wonderful stay."
137,"Ok I don't have any complaints about the hotel..... But this campaign to provide drinking water for impoverished countries if you give up your maid service is just a ploy for them to increase profits. They donate $2.50 per day if you forfeit maid service and you know they aren't paying maids $5 an hour. It probably takes a maid 20-30 mins to vacuum, make your bed, clean the tub, tidy up and replace towels and amenities. I fell for it and I'm sorry I did. Shame on you Radisson.",,campaign,,,,campaign,campaign,The hotel has a campaign to provide drinking water for impoverished countries if customers give up their maid service.,,,,The hotel has a campaign to provide drinking water for impoverished countries if customers give up their maid service.,The hotel has a campaign to provide drinking water for impoverished countries if customers give up their maid service.,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",campaign,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: Ok I don't have any complaints about the hotel..... But this campaign to provide drinking water for impoverished countries if you give up your maid service is just a ploy for them to increase profits. They donate $2.50 per day if you forfeit maid service and you know they aren't paying maids $5 an hour. It probably takes a maid 20-30 mins to vacuum, make your bed, clean the tub, tidy up and replace towels and amenities. I fell for it and I'm sorry I did. Shame on you Radisson."
138,"Celebrating our honeymoon over New Years week, we were lucky enough to score a few nights at the historic Monteleone. I'll forever want to stay there when visiting New Orleans. The decor is lovely, the staff very accommodating (we received an upgrade), and the location is fantastic for exploring the city on foot. The rooftop pool is so awesome with really neat views. Our room had a beautiful and relaxing jacuzzi tub. I can't wait to convince my husband to bring me back!",,,,,,,,,,,,,,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: Celebrating our honeymoon over New Years week, we were lucky enough to score a few nights at the historic Monteleone. I'll forever want to stay there when visiting New Orleans. The decor is lovely, the staff very accommodating (we received an upgrade), and the location is fantastic for exploring the city on foot. The rooftop pool is so awesome with really neat views. Our room had a beautiful and relaxing jacuzzi tub. I can't wait to convince my husband to bring me back!"
139,"Interesting place. Went down for one night to meet up with some friends and so some gambling. The hotel is pretty convenient to both downtown Tampa, and the beaches, right off the causeway. We got the last room they had, which was on the 4th floor far corner (a note to those wary of heights, request in advance a low floor, because the hotel is raised up on pillars to begin with, so even the first floor is about 20 feet up, and to walk to your room is via very narrow exterior corridors). It was HUGE, 2 full beds and bathrooms, full kitchen, and a huge balcony overlooking the bay (where we watched rays swim through the mangrove trees). Would be a great place to spend a few days. The room was mostly clean (bedding towels etc were great) BUT found some stray fishooks in the carpet that could have been painful. They are also VERY outdated. Wood paneling, small boxy tvs, yellow fridge. They have free wi-fi, and they did offer a free coffee & danish breakfastette, but we did not get up in time. As for if I would return, if I was with a group and we were looking to cook and stuff, than yes, but if it was just the two of us for a night or two to go to the casino or something, probably not.",,rays,,,,rays,rays,A customer watched rays swim through the mangrove trees from the balcony.,,,,A customer watched rays swim through the mangrove trees from the balcony.,A customer watched rays swim through the mangrove trees from the balcony.,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",rays,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: Interesting place. Went down for one night to meet up with some friends and so some gambling. The hotel is pretty convenient to both downtown Tampa, and the beaches, right off the causeway. We got the last room they had, which was on the 4th floor far corner (a note to those wary of heights, request in advance a low floor, because the hotel is raised up on pillars to begin with, so even the first floor is about 20 feet up, and to walk to your room is via very narrow exterior corridors). It was HUGE, 2 full beds and bathrooms, full kitchen, and a huge balcony overlooking the bay (where we watched rays swim through the mangrove trees). Would be a great place to spend a few days. The room was mostly clean (bedding towels etc were great) BUT found some stray fishooks in the carpet that could have been painful. They are also VERY outdated. Wood paneling, small boxy tvs, yellow fridge. They have free wi-fi, and they did offer a free coffee & danish breakfastette, but we did not get up in time. As for if I would return, if I was with a group and we were looking to cook and stuff, than yes, but if it was just the two of us for a night or two to go to the casino or something, probably not."
140,"The largest non-casino hotel in the US definitely lives up to it's title. This place is huge and it is quite easy to get lost in it. Having been to the other location in Orlando, I can say that I prefer this location. The staff are extremely helpful and nice, and the food choices, although priced for a resort, are plentiful. Going for a convention is great, as you really don't need to go out for much if you don't want to. It is within walking distance to the Opry Mills mall, the Grand Ole Opry (they also have a free shuttle there), and they have a shuttle to downtown Nashville for a nominal fee (much less than taxi).",,"free shuttle, shuttle",,,"Opry Mills mall, Grand Ole Opry","free shuttle, shuttle","Opry Mills mall, Grand Ole Opry, free shuttle, shuttle","The hotel has a free shuttle to  Grand Ole Opry.
They have a shuttle to downtown Nashville for a nominal fee (much less than taxi).",,,"It is within walking distance to the Opry Mills mall, the Grand Ole Opry.","The hotel has a free shuttle to  Grand Ole Opry.
They have a shuttle to downtown Nashville for a nominal fee (much less than taxi).","The hotel is within walking distance to the Opry Mills mall, the Grand Ole Opry (they also have a free shuttle there), and they have a shuttle to downtown Nashville for a nominal fee (much less than taxi).","Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.","free shuttle, shuttle","question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: The largest non-casino hotel in the US definitely lives up to it's title. This place is huge and it is quite easy to get lost in it. Having been to the other location in Orlando, I can say that I prefer this location. The staff are extremely helpful and nice, and the food choices, although priced for a resort, are plentiful. Going for a convention is great, as you really don't need to go out for much if you don't want to. It is within walking distance to the Opry Mills mall, the Grand Ole Opry (they also have a free shuttle there), and they have a shuttle to downtown Nashville for a nominal fee (much less than taxi)."
141,"This is exactly what Tucson needed! I enjoyed a staycation this weekend and it was AWESOME! From the friendly staff at checkin, to the spotlessly cleaned room, the art on the walls, the yummy oatmeal and even the shampoo and conditioner, it's obvious that this place is built on love and attention to detail! A personal French press at breakfast?!? Yea they went the extra mile with that too! The pool was so amazing and the events were awesome! They had a comedian, food truck and live band! I also love that the bar is all things local (I didn't know Arizona could make good wine until I tried it at the bar!) they also have a wide selection of sodas, teas and other drinks. The staff really makes this place deserving of 6 stars because they go above and beyond for every guest. From the beginning, they create a very welcoming atmosphere so that all of their guests are more than people just staying at a hotel they are actually friends interacting! I can't wait to come back to keep working on my tan!",,"events, comedian, live band",,,,"events, comedian, live band","events, comedian, live band",The hotel had events. They had a comedian and a live band.,,,,The hotel had events. They had a comedian and a live band.,The hotel had events. They had a comedian and a live band.,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.","events, comedian, live band","question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: This is exactly what Tucson needed! I enjoyed a staycation this weekend and it was AWESOME! From the friendly staff at checkin, to the spotlessly cleaned room, the art on the walls, the yummy oatmeal and even the shampoo and conditioner, it's obvious that this place is built on love and attention to detail! A personal French press at breakfast?!? Yea they went the extra mile with that too! The pool was so amazing and the events were awesome! They had a comedian, food truck and live band! I also love that the bar is all things local (I didn't know Arizona could make good wine until I tried it at the bar!) they also have a wide selection of sodas, teas and other drinks. The staff really makes this place deserving of 6 stars because they go above and beyond for every guest. From the beginning, they create a very welcoming atmosphere so that all of their guests are more than people just staying at a hotel they are actually friends interacting! I can't wait to come back to keep working on my tan!"
142,"1 star for the awesome cheapness of the hotel. 

1 star for the doggy daycare cam

Other than taking a shower in a closet and sheets they've probably never washed, this hotel's not bad. The lives of people rating this joint 5 stars makes me sad.",,doggy daycare cam,,,,doggy daycare cam,doggy daycare cam,The hotel has a doggy daycare cam.,,,,The hotel has a doggy daycare cam.,The hotel has a doggy daycare cam.,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",doggy daycare cam,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: 1 star for the awesome cheapness of the hotel. 

1 star for the doggy daycare cam

Other than taking a shower in a closet and sheets they've probably never washed, this hotel's not bad. The lives of people rating this joint 5 stars makes me sad."
143,"On a recent trip to Port Richey, I selected Holiday Inn Express for a couple of reasons. The main reason was the option of two beds (as I was sharing the room with my brother). The other reasons were: price, vicinity to my aunt's home and complementary breakfast. 

My family and I typically stay at the Hyatt Place/House when we're traveling. However, since it was just my brother and I, I figured we'd give Holiday Inn a shot. 

+ The staff were very friendly and helpful.
+ Free wifi.
+ Breakfast was very good, offering both hot and cold entrees. 

- Sadly, the beds were WAY TOO soft. It felt as if the mattresses were past their life expectancy. As a result, I didn't really sleep well for most of my three nights there.
- The a/c was hit and miss with the lack of reliable thermostat controls. 

There was a pool and hot tub, but since I didn't utilize either, it wouldn't be fair to rate them. There also a small gym that I didn't use either. 

All in all, it was just ok. Hyatt has spoiled me.",,,,,,,,,,,,,,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: On a recent trip to Port Richey, I selected Holiday Inn Express for a couple of reasons. The main reason was the option of two beds (as I was sharing the room with my brother). The other reasons were: price, vicinity to my aunt's home and complementary breakfast. 

My family and I typically stay at the Hyatt Place/House when we're traveling. However, since it was just my brother and I, I figured we'd give Holiday Inn a shot. 

+ The staff were very friendly and helpful.
+ Free wifi.
+ Breakfast was very good, offering both hot and cold entrees. 

- Sadly, the beds were WAY TOO soft. It felt as if the mattresses were past their life expectancy. As a result, I didn't really sleep well for most of my three nights there.
- The a/c was hit and miss with the lack of reliable thermostat controls. 

There was a pool and hot tub, but since I didn't utilize either, it wouldn't be fair to rate them. There also a small gym that I didn't use either. 

All in all, it was just ok. Hyatt has spoiled me."
144,"We had a good stay overall despite small problems through out the stay and I would return. We stayed here for two nights, our first night we arrived early morning, we decided to park in the Mansion house. First of all the garage is a bit confusing if you've never been and hard to find an exit to walk out of ( we learned to park near the entrance if possible so we could walk out through there than go through the side stairs that smelled of urine or ""pissy stairs"" as we called them)but alas you get what you pay for so I didnt' expect much more than to save $. When we got checked in the lady checking me in wasn't very personable but wasnt rude or anything, maybe it was due to us being there at 5 am, not many people are awake at that time. As we got in the elevator to go upstairs the power went out and of course I wanted to get out since the elevators doors had closed and I thought we were stuck, but all I did was push the help button and the elevator doors opened and I was extremely relieved. Of course once the elevators were back up I was a little scared to ride it up to our floor but I did fine. The common areas of the hotel were nicely done, very classy and the room was nicely decorated, up to date, and we had a partial arch view. Same day but much later.....our room wasn't cleaned when we arrived after being out the whole day so we were a little disappointed in that but all it needed was to have the beds made so it wasnt a big deal. Our second night I will have to say I saw an influx of people, seemed like a lot of college or baseball fans, one or the other. That night we were woken up by someone pounding on a door and shouting to be let in, I thought someone was surely trying to break in. It was our lovely neighbors who were having some kind of lovers quarrel, three guys trying to get back in their hotel room and a mad girlfriend not letting them in or something along those lines. My bf went out and set them straight and they left. Well I finally dozed off and again we hear this damn pounding loud enough to wake us up, I guess guy is finally allowed in but I still call front desk. Third time woken up is when security knocks on their door and they come out and speak so freaking loud I wake up again. Fourth time I hear a large group of girls and guys shouting. laughing, and interacting with the idiot next door. If it wouldnt have lasted less then a couple minutes security would have been called again. The rest of the night was fine but dealing with this definately put a damper on my night. The next day when we checked out we explained the situation and security had the info to back it all up. We were given a credit to one of their restaurants so I appreciated their effort since they didnt have any control over their rowdy guests. Overall the hotel was in a nice location, great rooms, not such great neighbors if you get the college crowd, but overall since I got a deal on priceline I'd say it was a good place to stay and would return.",,,,,,,,,,,,,,"Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: We had a good stay overall despite small problems through out the stay and I would return. We stayed here for two nights, our first night we arrived early morning, we decided to park in the Mansion house. First of all the garage is a bit confusing if you've never been and hard to find an exit to walk out of ( we learned to park near the entrance if possible so we could walk out through there than go through the side stairs that smelled of urine or ""pissy stairs"" as we called them)but alas you get what you pay for so I didnt' expect much more than to save $. When we got checked in the lady checking me in wasn't very personable but wasnt rude or anything, maybe it was due to us being there at 5 am, not many people are awake at that time. As we got in the elevator to go upstairs the power went out and of course I wanted to get out since the elevators doors had closed and I thought we were stuck, but all I did was push the help button and the elevator doors opened and I was extremely relieved. Of course once the elevators were back up I was a little scared to ride it up to our floor but I did fine. The common areas of the hotel were nicely done, very classy and the room was nicely decorated, up to date, and we had a partial arch view. Same day but much later.....our room wasn't cleaned when we arrived after being out the whole day so we were a little disappointed in that but all it needed was to have the beds made so it wasnt a big deal. Our second night I will have to say I saw an influx of people, seemed like a lot of college or baseball fans, one or the other. That night we were woken up by someone pounding on a door and shouting to be let in, I thought someone was surely trying to break in. It was our lovely neighbors who were having some kind of lovers quarrel, three guys trying to get back in their hotel room and a mad girlfriend not letting them in or something along those lines. My bf went out and set them straight and they left. Well I finally dozed off and again we hear this damn pounding loud enough to wake us up, I guess guy is finally allowed in but I still call front desk. Third time woken up is when security knocks on their door and they come out and speak so freaking loud I wake up again. Fourth time I hear a large group of girls and guys shouting. laughing, and interacting with the idiot next door. If it wouldnt have lasted less then a couple minutes security would have been called again. The rest of the night was fine but dealing with this definately put a damper on my night. The next day when we checked out we explained the situation and security had the info to back it all up. We were given a credit to one of their restaurants so I appreciated their effort since they didnt have any control over their rowdy guests. Overall the hotel was in a nice location, great rooms, not such great neighbors if you get the college crowd, but overall since I got a deal on priceline I'd say it was a good place to stay and would return."
145,"Solid, inexpensive hotel located close to various museums, including the National World War Two museum, the French Quarter, the business district, the garden district, the city park, Layette Square and innumerable other Nawlins attractions. This is much nicer than a budget hotel, but the prices should meet many budgets. They have breakfast included, along with snacks and a modest late afternoon snack/dinner, PLUS free happy hour! That's right, three free drinks to start your night right, including wine, beer and real mixed drinks/cocktails. Cheers!",,,,,"various museums, National World War Two museum, French Quarter, business district, garden district, city park, Layette Square, other Nawlins attractions",,"various museums, National World War Two museum, French Quarter, business district, garden district, city park, Layette Square, other Nawlins attractions",,,,"The hotel is located close to various museums, including the National World War Two museum, the French Quarter, the business district, the garden district, the city park, Layette Square and innumerable other Nawlins attractions.",,"The hotel is located close to various museums, including the National World War Two museum, the French Quarter, the business district, the garden district, the city park, Layette Square and innumerable other Nawlins attractions.","Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas.",,"question: Based on the following hotel review, list aspects that are atypical for a hotel. Separate them using commas. context: Solid, inexpensive hotel located close to various museums, including the National World War Two museum, the French Quarter, the business district, the garden district, the city park, Layette Square and innumerable other Nawlins attractions. This is much nicer than a budget hotel, but the prices should meet many budgets. They have breakfast included, along with snacks and a modest late afternoon snack/dinner, PLUS free happy hour! That's right, three free drinks to start your night right, including wine, beer and real mixed drinks/cocktails. Cheers!"
